content,score
"Aplikasi belum siap, dipaksakan. verif wajah juga eror terus! Huft pindah Bank aja dah. Mau bayar SPP juga opsi kampusnya belum ada. Udah coba verif wajah 3 kali berturut² tetep gak bisa. udah ngikutin segala cara bahkan udah ke satpam BNInya",1
"Tolong diperbaiki ya, saya butuh untuk transaksi ke mana mana gagal terus. Mau ke e-wallet lain, ke bank juga gagal terus, udah saya coba beberapa kali, terus saya coba cek di play store siapa tau belum update, tapi udah update ke versi terbaru. Padahal dana yang saya simpan di sini lagi dibutuhin banget di e-wallet yang lain, malah ga bisa bisa.",1
OALAH ... TERNYATA TRANSAKSI BY BNI klik pada template BNI nya .... jadi salah faham... kalau mau lihat transaksi bukan di layar utama pojok kanan ... wkwkwkwk desainer memang bikin gagal faham .. bener bener anjaiii,5
"Transaksi potongan bulanan sering tidak terbaca di rincian transaksi. Tolong di perbaiki, kalau bisa ada notifikasi berapa sisa pinjaman setelah potongan BNI",1
"sumpah m banking terparah,akun udah jadi,giliran dilogin error,ga sengaja ke hapus data mau login malah ulang vermuk lagi dari awal,tinggalin menu login di awal gak sihh!!!!????",1
"tidak ada fitur tarik tunai tanpa kartu. Pada menu pendidikan pembayaran UKT opsi Universitas tidak bisa diubah hanya ada, Universitas Indonesia. mohon segera diperbaiki",3
"Boleh dipakai apa tidak aplikasi ini,..... Susah sekali ferifikasi wajah Sekalinya bisa,mau dipakai aplikasinya lagi malah error",1
"Aplikasi BNI mobile lebih lengkap daripada wondr ini, minimal ada riwayat transaksi seperti BNI mobile lah yang bisa ngeliatan total uang setelah nerima uang atau sebaliknya Ini malah lebih ribet, mana update nya tidak real time lagii *saya revisi bintang nya jadi 2, rupanya bayar ukt gabisa di wondr (yang bisa cuma UI aja) TOLONG APLIKASI NYA DISEMPURNA KAN TERLEBIH DAHULU",2
"Sementara 3 dulu ya min,nanti kalo udah bagus naik JD 5.alasannya setiap mau buat pin rekening virtual selalu muncul tulisan "" ADA KENDALA DI SISTEM KAMI"" lalu aplikasi FC.",3
"‼️‼️ aplikasi error ‼️‼️ saat mau login kedua kalinya. muncul syarat dan ketentuan gitu terus. kalau belum siap ngapain pakai acara ganti aplikasi segala. sudah clear cache & clear data sudah 3x, sama saja. sinyal full 5G buka bni mobile lancar, buka wondr error terus ‼️",1
Kenaapa top up dana di wondr dibatasi limit 1jt/hari padahal di aplikasi dana masih bisa sampai 5jt. dulu aplikasi mobile banking lebih mudah ga ribet gini.bisa top up dana harian diatas 1jt. MASIH ENAK PAKE BNI MOBILE BANKING,1
"Mohon maaf ku kasih bintang 1, ini aplikasi banyak banget masalah dan kurang nyaman karena sering kendala ini itu padahal jaringan full dibandingkan bni mobile banking yg lebih nyaman dipakai",1
"Aplikasinya eror .. hari pertama sudah berhasil login,eh berikut2nya balik ke halaman persetujuan terus dan gabisa diklik 'selanjutnya'🥹",1
"Sering error di tanggal muda, jd susah untuk transaksi transfer. Maksimal nominal transfer per hari ke dompet digital limitmya kecil banget. Gak worth, karena jaman skrg tranfer ke dompet digital sering digunain",1
"Apk yg bener"" belum siap pakai, lebih bagus mbanking yg dulu lebih praktis gak banyak nge bug nya. Mana mbanking sudah di uninstal disuruh pihak bank, deuh mempersulit transaksi aja Tiap masukin pin wondr selalu salah padahal udah bener, sampe berkali"" verif akun",1
Kenapa ya saya selalu gagal verifikasi email? Emailnya tidak pernah masuk ke saya sehingga tidak bisa verifikasi sampai saya sudah install ulang app ini 2-3x tapi tetap selalu kendala di email,3
untuk pengalaman kecewa saya transaksi menggunakan wondr ini. adalah transaksi gagal saldo hilang. di chat cs. gak ada respon. email bni gak ada yg gubris. gimana kerja di dalam sana ya pd ngapain kali. tidak ada penyelesain yg bikin nyaman. uang hilang gak balik,1
"Aplikasi apaan ni masak harus verifikasi ulang dicoba terus tetap ndk bisa masuk datang langsung kebanknya juga tidak bisa beri solusi.aplikasi apaan ni,klo aplikasi tujuannya mempersulit nasabah lebih ndk usah pakai aplikasi ini. klo tujuannya mempermudah nasabah harusnya kasi solusi dong baik dri aplikasinya maupun dri pihak bank. Ini dua2nya tidak memberikan solusi baik dri aplikasi maupun dri pihak bank.saya butuh solusi dri pihak bank yg jawab soal ini.",1
"Aplikasi saya sering sekali error seperti di suruh buat akun lagi dan ini bukan terjadi satu atau dua kali ini sudah terjadi hampir 4 kali, jadi mohon jadi perhatiannya dari pihak wondr",1
Apakah kita bisa memakai 2 aplikasi sekaligus ya min BNI Mobile Sama Wonder soalnya wonder kan masih banyak bug transaksi yang lambat mohon infonya min apakah bisa pakai 2 aplikasi BNI Mobile sama Wonder terimakasih,4
"Gk ngerti lagi harus gimana aplikasinya bener² gk bisa kepake,sekali doang waktu pertama bikin akun loginnya.kesini² gk bisa dipake samsek harus login terus gk jadi mna verifikasi mulu harus ganti sandi akun lah macem² bgt pokonya gk kepake.🥲🙏🏻",2
"Kenapa kalau dipakai buat bayar bpjs selalu transaksi dalam proses, tapi akhirnya tetap tidak terbayarkan? Atau memang belum bisa untuk membayar bpjs?",4
"Tolong dibagian verifikasi wajah nya dioptimalkan lagi, saya sudah berkali"" ingin daftar akun wndr, tetapi selalu saja terhambat di verifikasi wajah. Terima kasih 🙏",1
"Aplikasi yang sangat menyusahkan. Untuk apa ada fitur yg sama di aplikasi Mobile BNI kalau harus install wondr. Masa tiap kali login bilangnya ""password salah""",1
"Kenapa data yg kita masukkan gak ter save. Setiap kita mau transaksi / token pln dll harus input lagi nomornya...yg di app BNI kemarin enak, semua bisa disimpan, ketika mau bayar tingal cari aj....mohon di perbaiki. Terimakasih",1
"Sangat buruk sekali, pengiriman duit gagal ngurusnya lama. Burikkkkk, beda sama apk mbanking yang lain. Kalau duit kita transfer gagal ya cepat dibalikin ni kita harus ngurus pelaporan lagi, kita download apk ini berbayar dan penggunaan juga berbayar, lagi lagi dan lagi kejadian di bulan ini. Kemaren bul kemaren",1
"disuruh download wonder, tapi fitur-fiturnya belum lengkap mau tarik tunai ga bisa, pembayaran pendidikan tapi univ nya ga bisa dipilih. maksud? siapin dulu apknya baru disebar luaskan apalah BNI ni masa harus download 2 apk kocak yee",3
"Jujur ini aplikasi yang di paksa paksa download kalo lagi ke bank tapi faktanya fiturnya nggak lengkap kaya aplikasi sebelumnya, keterangan riwayat mutasi nya kurang lengkap, saldo terakhir tidak ada tertera di mutasi tidak seperti aplikasi sebelumnya yang ada mutasi keterangan sisa saldo terakhir berapa. Tolong di benahi lagi jika memang ini aplikasi yang di paksa paksa di unduh.....",1
"Saya hari ini melakukan top up e wallet (link aja) melalui aplikasi ini, saldo saya sudah terpotong namun keterangan pengisian saldo belum berhasil & saldo link aja juga tidak bertambah. Tolong ini bagaimana solusinya? Jika memang top up nya gagal mestinya saldo saya tidak terpotong. Ini saldo sudah terpotong tapi top up juga tidak berhasil. Kemana larinya saldo saya itu? Tolong solusinya. Terimakasih.",1
Bingung banget KA karna baru pertama kali punya ATM dan download apk ini ternyata setelah login tiba tiba keluar waktu mau login lagi ada pemberitahuan sesi anda telah berakhir itu gimna ya kak🙏,1
"saya gk bisa lagi beli token listrik dan pusla di aplikasi BNI mobile gara2 instal wonder.. aplikasinya juga lelet, tidak sesuai dengan jaringan lokal..",1
SEMOGA KE DEPANNYA ADA PERUBAHAN DIAPLIKASI INI karena aplikasi tidak bisa buat e-statement / rekening koran dan tidak bisa di download.,5
"Aplikasi buruk, verifikasi sangat susah. Wajah sendiri tidak bisa terdeteksi dan harus menunggu besok.",1
"Kalau blm siap ga usah launching dulu. Cm mau token listrik suruh beli di sini, dr mbangking, stlh dituruti install wondr, mau otp aja ga datang datang otpnya, krn sdh berkali kali minta kirom ulang, suruh besok, keburu gelap rumahku, alhasil ttp beli di toko pulsa token listriknya.",1
"Sering ngadat, gak bisa dibuka, padahal pas mau bayar di kasir, sudah sering lwbih dari 5x dalam rentang 1 bulan ini, sudah di update juga, udah keluar masuk app nya... Lebih bagus mobile banking BNI yang sebelumnya... Ga lucu kan kalo antrean kasir stug nunggu wondr nya ngadat...",1
"Apaan nih, apk slalu gagal buat vermuk. katanya kurang terang. udh di luar rumah pun masih juga gk bisa vermuk. terutama untuk kedipkan mata, gk bekerja sama sekali. setelah 3x percobaan, dan gagal terus harus nunggu bsok lagi. taik.",1
"Pliiss tambahkan fitur riwayat seperti di aplikasi lama, biar bisa baca saldo awal saldo akhir. hanya tau apl BNI yg ada fitur riwayat saldo awal akhirnya. Lebih mudah untuk monitor langsung. Sementara bintang 1 dulu",1
"Kok Rekening saya dianggap tidak aktif, trus setelah masuk menu saldo ada aktifin rekening malah muncul error, ini aplikasi niat gak sih",1
"jelek, udah jam 2 dinihari tapi masih nggak bisa transaksi, padahal butuh cepet buat bayar barang karna barangnya harus cepet cepetan",1
"heran sama aplikasi ini,masak tiap buka aplikasi harus mendaftar lagi dan lagi. masak iklan dimana2 tapi tidak diimbangi sama perbaikan sistem nya. sangat sangat kecewa",1
"Aku kasih rating satu karena sering log out sendiri harus daftar ulang menggunakan KTP dan verifikasi muka, setiap kali ingin log in, lebih baik aplikasi yang lama saja, sering eror dan fitur terlalu ribet, tolong developer diperbaiki lagi🙏",1
"Bintang 1 dulu...dah coba berkali kali tapi tidak bisa bisa..,yg tersulit di frevikasi wajah...,mata di suruh ngedip ,padahal dah berkedip,tapi masih blm sesuai juga kedipan nya,,etah macam mana harus berkedip nya tuh mata",1
"Perbaiki lagi sistemnya Verivikasi wajah sangat sulit sekali, sudah ikuti pentujuk tapi selalu saja tidak berhasil²... Malas juga ulang² verivikasi wajah,, Dan juga kalau bisa aplikasi jangan masuk ulang lagi dftr baru,, apakah yg sdh trdftr tdk langsung masuk sj dgn masukan id dn pasword... Tolong perbaiki lagi sistemnya,, Sulit utk masuk wonderbni",1
"Kenapa saat masuk aplikasi muncul tampilan disuruh persetujuan terus ,kapan bisa login padahal tinggal login,,Mohon diperbaiki secepatnya, trimakasih",3
"Sangat bagus akan tetapi pada saat inggin transfer ke dana sering terjadi limit, tidak seperti Bni mobile bangking Tolong di perbaiki lagi dan di tingkatkan lagi soal kenyamanan pengguna wondr by bni",3
"Wah, notifikasi terkait konfirmasi transaksi lama dan kadang reciept/riwayat transaksi yg terjadi ga ke track. Justru lebih baik di app sebelumnya, bnimobile. Tampilannya memang lebih menarik tapi untuk penggunaannya masih cukup merepotkan dan membingungkan. Tidak senyaman itu.",2
"Mau download BNI mobile banking gaboleh suruh wondr aja, Satpam suruh download wondr ku kira bisa cardless ternyata tidak, sekarang mau daftar mobile banking harus ke Bank dulu buat registrasi ID jadi males, kalau disuruh migrasi harusnya fitur juga memadai dengan apk sebelumnya ini cardless aja gabisa",1
"Gabisa di buka, tulisannya tidak bisa mendaftar, tidak ada menu login, padahal pendaftaran sudah terpenuhi, dan sudah bisa di pakai transaksi pembelian token, tapi ketika keluar aplikasi begitu masuk daftar dari awal lagi, tidak ada menu loginnya",1
"Ni aplikasi perlu dipertanyakan kegunaannya sangkin byknya masalah mulai dari ketentuan, koneksi, menu byk dan ribet kok rasanya lebih bagus yang lama dari pada yang sekarang dan saat membaca semua ketentuannya kok serasa dipaksa menerimanya meskipun kita tidak ingin itu dan yang paling menjengkelkan adalah saat mendadak justru aplikasinya tidak bisa berguna",1
"kedua kali saya komenn, masalahnya masih sama, andai bisa kirim ss di komentar, benerin verifikasi wajahnya, jgn dikit"" gagal, pdhl kunci wajah udh bner udh kena gembok nya, tp malah peringatan keluar ga bisa"", hadeh cape apk macam apa ini",1
Okeh sih aplikasinya tapi saya sarankan supaya ada notifikasi untuk uang masuk/ transferan masuk supaya gak khawatir kalau gak ada yang salah masuk secara tiba-tiba,5
"gabisa login. Disuruh dekatkan wajah di depan layar, tacoba 10x gabisa anjirr. La terus harus posisi gimana coyy, padahal deteksi kek login face id, dana, bisaaaa deh GILA NI APLIKASI SERING EROR;;?!!!!;!;!!!!?!?",1
"Aplikasi tidak berguna, fitur fitur yang seharusnya sudah ada di apk bni malah dipindah kesini, dan registrasi nya ribet dan selalu digagalkan",1
"BNI tolong diperbaiki, saya mau belanja di alfamart jadi mesti pulang dulu karena ada kendala padahal biasanya baik baik aja. Edit : sipp udah diperbaiki. Edit :Ini Ada kendala lagi hadehh. Oke udah",5
"Satu kekurangan dari aplikasi ini,tidak adanya fitur cardless yang bisa setor tunai tanpa kartu.mohon diberikan fitur tersebut di apdate berikutnya.",4
Uda instal dan upgrade sampe ke bank..tetapi ketika mau pake selalu muncul keterangan: sesi ini sudah berakhir silahkan login ulang...pdahal saat aktivasi pertama di bank uda bisaa eh mau login lagi malah selalu muncul keterangan spt itu...g bisa login2....lebih mudah aplikasi bni mobile yang pertamaaa,1
Gak jelas aplikasi saran BNI ini . Saya menggunakan transaksi melalui qiris. Di pemberitahuan nya pembayaran melalui qiris belum hasil . Tau tau saldo udah berkurang. Pulsa 30 rb habis buat nelpon call center bni . Tanggapan nya 20 hari kerja . Hadehhh parahhh banget,1
"Gak recommended sekelas BNI, cardless tidak ada, login ulang setelah ganti device susah bgd pas verifikasi wajah, suruh ulang tiap hari, sering bgd error juga, menghambat aktifitas👎",1
"Tolong perbaiki, masa saat saya sedang membuat password pada akun baru, layar sya ghost touch aneh banget, aplikasi lain normal hanya ini saja yg error",5
min.ini gimana si!!aku udah bikin akun loh!tapi knpa pas saya buka aplikasinya malah suruh bikin akun lagi!!!!!!dan saya gabiaa login...ayolah yang bener aja.masa harus terus teruaan bikin aiun baru!!!!!!,1
"Waktu di bank di suruh buat wondr by BNI sudah verifikasi akun, setelah pulang dari bank saat mau transaksi menggunakan qris mlh di suruh verifikasi akun lagi, setelah mau di verifikasi pas bagian verifikasi wajah malah tidak bisa, di suruh lanjut lagi besok, setelah besok nya saya lanjut kan mlh ttp tidak bisa, di suruh lanjut besok lagi, gitu aja terus",1
App wordr sering gangguan... Tidak bisa di buka pakai wifi tetapi bisa di buka pakai paket internet... Gimana app ini,3
Maaf sebelumnya kenapa mau login ga bisa terus?? Dan harus pembaruan baru bisa masuk. Padahal belum sebulan udah perbaruan. Dan sering error tiba-tiba padahal sinyal masih bagus,1
"Ribet. Tiap mw tfr, minta log in dr awal, foto ktp, nengok kanaan, kiri.. trs otomatis klwr dr apk nya.. bukan memudahkan, tp bkin ribet. Untung mbanking blm ku hapus..",1
"Aplikasi tidak berguna, mau masuk saja dipersulit padahal sudah benar nomor hp dan ktp. Tinggal verifikasi wajah tidak pernah berhasil.",1
Tidak bisa melihat berita atau keterangan transaksi yang masuk apa / berita transfer masuk tidak ada.😇😇🤭🤦 Beda dengan aplikasi yang lama Lebih bagus aplikasi BNI yg lama uraian lebih detail berita atau keterangan transaksi nya.,1
"Jelek banget bagusan yang dulu, dari pertama bikin ga bisa ferivikasi wajah, sampai saya ganti kamera biar jelas, tetep ga bisa,",1
Tidak bisa login walaupun nomor aktif dan ingat password nya. Tolong cepat diperbaiki karna kami sebagai pengguna aplikasi susah jika ada keperluan mendesak yang diharuskan menggunakan bank BNI🙏🏻🙏🏻,1
"Udah brp bulan make, masih aja banyak kendala hadeuhh contohnya : TF ke E-wallet selalu ada keterangan ""Ada kendala di sistem kami"" Seminggu begitu teruss",1
"BNI kenapa sih? Hampir setiap malam Gangguan terus!!!! Kalo begini terus semua nasabah bakal pindah bank, coba deh developer perbaiki dong kalo mau lebih bnyak yang make bni! Hadeh",1
Ini aplikasi tidak dari mobile BNI sampai ke wondr selalu saja bermasalah. Ini barusan mau transfer tidak bisa dengan ada tulisan saldo minimum. Sedangkan setiap harinya bisa kenapa tiba2 jadi tdk bisa. Jujur saya sangat menyesal menjadi nasabah di BNI karena bukan kemudahan yg didapat tapi menyusahkan,1
"Setiap tutup aplikasi, pas buka bukan halaman login tapi halaman utk pertama kali masuk akun. Tiap buka aplikasi harus foto ktp",1
"Saya user BNI Mobile, dan terdengar kabar kalau BNI Mobile mau dihapus dan diganti Wonder. Yang jadi permasalahan dan banyak terjadi di pengguna BNI Mobile yang mau pindah ke Wonder.untuk verifikasi wajah selalu gagal dan itu bisa gagal berhari hari. Masa iya sekelas BNI bisa kala sama fitur aplikasi Pinjol. Gagal disini bukan krna data tidak sesuai tapi memang aplikasi Wonder ini tidak merespon saat melakukan verifikasi. Kalau ga sanggup melakukan perbaikan hapus saja ini aplikasi.",1
"Apk Wondr BNI diharapkan bisa berfungsi lebih baik dari BNI mobile ternyata tidak , fitur BNI mobile yang lama lebih mudh utk bertransaksi dan tidak pernah eror. Wonder BNI sering error dan mempersulit pengguna dalam bertransaksi disaat2 emergency tdk dapat digunakan...Tolong Pihak BNI menindaklanjuti permasalahan yang ada terimkasih",1
"Sering eror, top up dana gak terkirim², padahal di keterangan nya top up berhasil, tolong perbaiki lagi, informasikan klo memang transaksi gagal, ga ada kepastiannya, kasih bintang 1 dlu, perbaiki baru bintang 5.",1
"Waduh makin susah pakai wondr, lebih enak pakai bni mobile, tolong fitur mobile tunainya segera di munculkan biar mempermudah transaksi, update terbaru malah fiturnya masih belum lengkap, tapi di bni mobile fiturnya malah dimatikan astaga!!!",1
"Terimakasih sudah ada menu total pengeluaran/pemasukan secara detail, namun mohon riwayat transaksi disertakan saldo pertransaksi (seperti pada aplikasi sebelumnya) sehingga mudah memantau saldonya. Bintang 5 kalau itu ada.",4
Aplikasi nya jelek slalu logout sndr dan ketika mw masuk di minta buat login baru dengan upload ktp dll... Meminta otp di wa sampai 3x pengiriman tak kunjung masuk OTP nya.... Sangat buruk... Yg Ngasih Bintang ⭐⭐⭐⭐⭐ paling para pegawai nya saja... Sangat2 tdk memuaskan nasabaaaah,1
Mantab..lebih mudah dan gampang untuk transaksi... makasih BNI..👍 Tapi kadang-kadang kalo malam sering error / atau dalam perbaikan lah...masa bisanya dipakai siang aja...kolo malam gak bisa... percuma dong,5
"bagus sih aplikasi nya,cuman sering banget mau transfer atau top up ke Dana gagal terus,terus kadang udah berhasil tapi ga masuk nominal uang nya. harus berulang kali baru bisa. kenapa ya? apa cuman saya aja. lebih bagus aplikasi sebelum nya malahan,apa masih versi BETA kah yang ini? developer tolong dong solusi nya, soalnya saya pengguna setia Mobile Banking BNI. Thank you",3
"Tolonglah diperjelas masalah minimum saldo saya pengen beli flash sale jadinya gagal kena mininum saldo sehingga tidak bisa transfer ayolah bni diperjelas dan dipermudah utk minimum saldonya. Serta untuk biaya adminnya udahlah mahal banget 11k/ bulan,dibanding yang lain bahkan free adm. kecewa berat kali ini mgkn bakal pindah bank utk daily dari skrg jika tidak ada improvement dari pihak bank",1
"🎵 Untungnya… wondr bikin hidup Susah! 🎵 Tolong pihak BNI saya transaksi transfer ke bank lain, saldo sudah terpotong & uang belum masuk di rekening tujuan, padahal keterangan berhasil!!! Ini sangat merugikan khususnya dikala emergenci 👎",1
"Tambahin fitur untuk mengisi/menarik saldo tanpa menggunakan kartu debit di ATM dong, Terus di perbaiki lg fitur top up ewallet dana, tidak semua nomor dapat diakses di wondr Dan kalau bisa tambahin juga fitur penerimaan saldo dari negara' jauh, seperti eropa, dan sebagainya",3
"Untung aplikasi BNI Mobile ku blm ku hapus 🤦🏻‍♀️ wonder by BNI ini kayak.y belum siap pakai deh tp udah diluncurkan. Awal download ragu² krn ulasan.y bener² buruk tp nekat download langsung daftar kemarin & aplikasi.y berfungsi dgn baik meskipun masih banyak fitur yg kurang. Hari ini pas mau login bener² gak bisa, yg muncul selalu syarat & ketentuan, udah dicentang semua & udah coba berkali-kali tp tetap gak bisa login dgn keterangan ""sesi anda telah berakhir"". Tolong diperbaiki lagi 🙏",1
"Aplikasinya masih belum optimal, masih sering ngelag dan masih banyak fitur"" yg belum diadaptasi secara lengkap dari mobile banking versi sebelum nya, tolong lebih dioptimalkan lagi",4
Udah daftar terus aplikasinya error. Terus di uninstal lagi kan. Pas di download kembali terus mau login malah kayak daftar ulang lagi. Udah gtu pas bagian verifikasi muka gagal terus alhasil gak bisa. Mana lagi mau dibutuhkan untuk payroll,1
"aku baru bikin rekening BNI, dan instal m-banking nya, ternyata sangat amat sekali worth it, karena Wondr by BNI mudah digunakan dan tampilanya kece. Apalagi minimal saldonya ramah dikantong, jadi nggak perlu khawatir, terus biaya adminnya juga dikit, yg paling aku senengi adalah, bisa narik tunai 20k jadi lebih hemat. Selama aku pakai ini aku nyaman banget, jadi nggak boros dan nggak khawatir aplikasinya lelet, karena buat transaksi itu sat set, jadi menghemat waktu.",5
"Aplikasinya error. Saya ngga bisa login karna halaman utama yang muncul itu halaman utama untuk daftar. Setiap mau login yang muncul syarat-syarat yang dipakai kalau mau daftar. Pas udah diikutin step pendaftarannya juga masih sama, muncul di situ lagi setiap mau login, tidak muncul halaman login seperti seharusnya. Tolong untuk segera diatasi.",1
"Aplikasi ok mntap cuma kekurangan nya salah masukin sandi satu kali saja suruh pervikasi akun, sudah gitu nunggu OTP sudah 4-5 kali tidak ada kiriman otp nya juga. Anda sudah mencoba 5 kali kitim otp mohon datang kembali besok. Jadi bikin pusing. Tolong diperbaiki dan dipermudah untuk yang sudah punya akun.",5
Sudah daftar pas masuk suruh daftar lagi applikasi aneh. Close sendiri pas buka lagi suruh ceklist persyaratan & verifikasi ktp & wajah lagi. Harusnya kalau udah daftar ada tombol login ga usah verivikasi lagi. Jauh sama applikasi BRImo punya BRI.,1
"Aplikasi mbanking yang interfacenya nyaman jadi enak dilihat, sudah beberapa kali belanja online bisa bayar pake aplikasi ini, sangat bermacam-macam fiturnya bahkan sampai bisa beli tiket perjalanan disini.",5
Sudah bisa daftar dan login. Tapi waktu keluar aplikasi. Masuk lagi mau login ke akun. Malah dialihkan ke daftar lagi. Programmer nya payah. Alahasil tidak bisa login. Karena dialihkan ke daftar terus.,1
aku udah pake wondr beberapa bulan ini dan beneran deh pake wondr ini sangat ngebantu aku. tampilannya sangat simple jadi gampang buat di gunain. fitur nya lengkap banget. dan fitur scan qris nya membantu bangeeeeeet. ga lelet dan langsung satset.,5
"Sejauh ini aplikasinya ok banget ya. Tampilannya modern dan responsif. Untuk ngecek saldo dan mutasi akun juga akurat, fitur fiturnya juga ok dan lengkap",5
"Baru install, kemudian daftar, beres, berhasil. Logout aplikasi. Mau coba login lagi lah kok ga bisa malah ke halaman persetujuan penggunaan aplikasi lagi pas daftar. Dicentangin notif sesi sudah selesai dan diinstruksikan login tp aplikasi ga ke halaman login tetap ke halaman pendaftaran. Bagaimana ini? Mobile banking ga bisa kepakai, wondr juga ga bisa. Ribet.",3
"Sering banget eror, sering banget perbaikan dan lain2, di buka lemot banget padahal sinyal bagus dan stabil. Saat ada transaksi penting dan mendadak malah tidak bisa di pakai. Mending wonder aja yg di hapus min daripada bni mobile banking, masih mending aplikasi yg sebelum nya.",1
"Kenapa si tiap jam malam selalu ga bisa,, mau transfer atau qris gagal terus,, hp udah di restart ulang, udah dj uninstal trus instal lagi,, tiap mlm selalu ga bisa transfer atau qris,, tolong lah jangan begini,, kalo lagi buru2 kan jadi susah,,",1
"Aplikasi yang bener bener bikin hidup jadi lebih gampang! Fiturnya lengkap, desainnya simpel, dan transaksinya cepet banget. Recommended banget buat yang suka serba praktis dan sat set kayak aku.",5
"Aplikasinya keren banget cuy, fiturnya lengkap dan gampang banget dipahami. Semua fungsi berjalan mulus tanpa hambatan, jadi bikin nyaman buat dipakai setiap hari. Desainnya juga enak dilihat, simpel tapi tetap modern. Yang bikin makin oke sih, aplikasi ini beneran nge-support kebutuhan gw sehari-hari. Mantap banget, lanjut terus pengembangannya min!",5
"Setelah update kog malah gak bisa akses, masih bagus aplikasi mbangking yang lama, gak pernah ada masalah. Apalagi saya dengar sampai akhir tahun aplikasi yang lama akan berakhir di ganti wonder, padahal aplikasinya belum sempurna, pasti akan banyak kendala dan masalah buat nasabah terhadap pemakaian aplikasi wonder Kendala nya adalah saat masuk wonder tidak masuk pilihan, Alhamdulillah sudah di respon oleh BNI, aplikasi sudah bisa di pakai normal, terima kasih",5
"Secara keseluruhan bagus sih.. di planning kan sebagai pengganti mbanking yang udah lama berjalan, tapi dr sisi realtime dan fitur² masih banyak kekurangan, transaksi di tgl yg sama ga keluar, karena kadang² saat transaksi harian suka lupa kirim bukti transfer, tapi pas di cari lg ga ada riwayat transaksi berjalan di tanggal yg sama",1
"Saya temukan bug, saya user realme 8i, untuk pembayaran menggunakan qris selalu eror, hanya bisa menggunakan transfer biasa atau Bi Fast. Mohon atasi masalah ini",1
"Nah suruh migrasi tapi belum siap, tarik tunai ATM, pembayaran menggunakan QRIS, isi E-wallet dengan nominal diatas 2juta juga tidak bisa, tampilan juga lebih simple yang BNI mobile banking.. Terlalu banyak menu jendela untuk 1 menu. Perbaiki segera buat susah kami pengguna!",1
"Tidak selengkap aplikasi sebelumnya, tidak bisa download mutasi kalo memerlukan mutasi rekening koran harus ke cabang untuk print mutasi, tidak bisa melihat histori angsuran kredit, pada fitur transfer rekening yg sdh ada di aplikasi lama tidak bisa digunakan di wonder walaupun sdh berkali-kali diinput ulang. Sebaiknya BNI Mobile nya jangan dihapus dulu sebelum aplikasi WONDR bisa memberikan pelayanan yg sama dgn aplikasi sebelumnya.",2
"Transaksi sering gagal,dan fitur tarik tunai tidak ada,malah enak pakai apk yg lama,ini malah makin ribet,bukannya mempermudah,saya justru malah merasa sulit dgn menggunakan apk ini",1
"Good job wondr! 👍 Aplikasinya ringan, tampilan simpel, enak dilihat dan di pakenya. Selalu lancar si selama pakai, ngga pakai loading. Pokoknya suka, fiturnya lengkap gampang di mengerti.",5
"Kasi bintang 2 dulu ya... Tolong di perbaiki aplikasinya min... Kode OTP utk verifikasi email, semoga terus di perbaiki.... Lebih baik pakai BNI mobile banking dulu, Sudah terima kode OTP melalui email setelah input dengan benar malah ada notif ""kamu terlalu banyak masukin kode verifikasi yg salah"" padahal sudah benar, sudah di ulang dengan benar masih jg ada notif yg sama... Tqvm",1
"Sy cuma mau bayar tagihan listrik, biasanya bisa langsung lewat bni mobile, sekarang disuruh pake wonder, sy download lah, ternyata harus daftar juga pake ktp dan foto wajah, ini maksudnya apa, kok kaya aplikasi pinjol, ga mau sy. Aneh2 aja bikin aplikasi.",1
"Aplikasinya sudah bagus ringan lagi, tapi tolong dong notifikasi uang masuk/keluar di bawah 500 ribu juga di aktifkan notifikasinya agar pengguna mudah tau tanpa buka aplikasi. Terimakasih",5
"aplikasinya sangat membantu untuk transaksi bayar tagihan top up lainnya Ibih mudah dan ga ribet, filturnyaa mudah di pahami, desainnya juga baguss dengan perpaduan warna yang cantik",5
"Aplikasi nya selalu bermasalah. Sering mengalami perbaikan. Karena perbaikan jadi ga bisa pakai qris. Buat malu-maluin ketika beli makanan, makanan udah disiapkan lalu mau bayar qris nya gabisa karena ada perbaikan. Kan buat malu!!! Sok-sokan mau buat m-banking bagus tapi belum siap!",1
"Sangat suka dengan aplikasi wondr ini, karena mudah digunakan. Selain itu, membantu kita dalam transaksi tanpa ribet. Semua fiturnya pun sudah bagus, so untuk wondr tolong pertahankan👍👍👍",5
"Sudah dicoba dwnload tp saat coba login daftar foto ktp foto diri saat di proses, loadingnya lamaaaaa banget, kalau mau masuk harus login ulang terus, capek mending bayar listrik dll lewat online yg lain atau indomart aja lah..",1
"untuk fiturnya makin bagus setelah diupdate akan tetapi masih kurang efisien menurut saya lebih baik yg mbanking yg lama,saya sudah berkali kali gagal dlm bertransaksi coba lebih diperbaiki lgi khususuny buat kaum cashless.makasih",1
"aplikasinya bagus,tampilannya juga sangat keren.Untuk fitur juga banyak dan gampang dipakai.Worth it banget deh untuk mempermudah semua transaksi.Tampilan warnanya ga monoton bikin hati seneng liatnya.Mantep dehh👍🏻👍🏻",5
Sungguh aplikasi yang tidak bisa dipercaya.pelayanan kurang. Baru makai 2 hari tetapi transaksi saya bermasalah.Tranfer berhasil tetapi sipenerima tidak menerima uangnya(saldo),1
